106 135.951 136.251 137.182 138.859 141.858 146.738 153.168 160.769 169.469 178.08 185.575 192.022 197.05 200.295 202.311 203.605 204.248 144.589 148.851 154.057 159.364 164.414 179.572 184.484 189.575 194.463 198.311 171.961 172.013 172.067 172.118 165.846 168.663 171.656 174.592 177.351 151.208 154.622 158.648 161.868 158.321 154.599 181.244 184.477 188.403 191.573 188.255 184.63 158.683 162.335 166.691 171.367 175.914 179.869 182.956 179.893 175.796 170.96 166.054 161.831 161.759 166.33 171.239 175.972 180.11 175.877 171.023 166.108 83.5 92.3426 101.177 109.887 118.121 125.345 131.33 135.978 137.834 136.464 132.241 126.623 119.683 111.633 103.034 94.2686 85.4581 71.1655 68.2629 67.2208 67.7377 69.3323 69.755 68.435 68.2035 69.5181 72.6374 79.0218 84.3214 89.5912 94.8415 99.8568 100.829 101.263 100.995 100.179 79.8975 77.9426 77.9831 80.0235 81.0682 81.1018 80.5571 78.6938 78.8707 81.0081 82.0287 81.7921 112.679 109.816 107.848 108.322 108.103 110.3 113.347 116.682 118.841 119.404 118.571 116.183 112.601 111.374 111.428 111.641 113.106 114.203 114.742 113.934
107 135.935 136.251 137.198 138.891 141.906 146.806 153.256 160.875 169.58 178.181 185.662 192.095 197.107 200.334 202.332 203.608 204.233 144.622 148.882 154.085 159.388 164.436 179.613 184.512 189.589 194.466 198.31 172.018 172.087 172.158 172.226 165.954 168.771 171.761 174.691 177.442 151.248 154.659 158.685 161.906 158.362 154.641 181.292 184.517 188.437 191.603 188.293 184.674 158.815 162.468 166.815 171.48 176.009 179.95 183.031 179.978 175.899 171.089 166.203 161.978 161.914 166.472 171.355 176.056 180.173 175.96 171.143 166.256 83.5407 92.3779 101.206 109.909 118.131 125.338 131.302 135.926 137.764 136.384 132.162 126.546 119.609 111.56 102.963 94.1999 85.3932 71.1724 68.2759 67.2329 67.7431 69.3276 69.73 68.4052 68.1653 69.4673 72.5707 79.0218 84.3141 89.5766 94.8197 99.8591 100.825 101.253 100.981 100.163 79.9152 77.9546 77.9894 80.0271 81.0798 81.1182 80.5335 78.6638 78.835 80.9684 81.9972 81.7665 112.679 109.821 107.851 108.32 108.092 110.277 113.31 116.615 118.75 119.312 118.497 116.145 112.591 111.379 111.43 111.629 113.066 114.121 114.651 113.869
108 136.955 137.255 138.173 139.838 142.822 147.668 154.055 161.595 170.178 178.623 185.95 192.257 197.169 200.335 202.291 203.523 204.108 145.886 150.095 155.241 160.493 165.49 180.261 185.061 190.03 194.783 198.503 172.919 173.036 173.154 173.269 167.018 169.792 172.726 175.579 178.259 152.503 155.844 159.756 162.905 159.446 155.822 181.912 185.04 188.821 191.885 188.682 185.183 159.788 163.427 167.763 172.418 176.893 180.73 183.673 180.715 176.732 171.973 167.109 162.918 162.817 167.373 172.278 176.944 180.938 176.81 172.01 167.114 84.4003 93.0826 101.761 110.317 118.401 125.486 131.327 135.84 137.636 136.332 132.254 126.786 119.991 112.092 103.647 95.0367 86.3855 71.8422 68.9236 67.8313 68.2922 69.8315 70.2703 69.0134 68.8469 70.2224 73.3673 79.5038 84.6192 89.7046 94.7721 99.8558 100.781 101.192 100.949 100.184 80.5413 78.6623 78.6923 80.6204 81.6364 81.6785 81.1715 79.4249 79.6155 81.6799 82.629 82.3809 112.69 109.77 107.747 108.177 108.011 110.267 113.375 116.641 118.761 119.309 118.485 116.131 112.584 111.237 111.237 111.512 113.102 114.251 114.797 113.973
109 137.071 137.361 138.268 139.92 142.888 147.713 154.075 161.591 170.155 178.586 185.905 192.208 197.121 200.297 202.266 203.512 204.113 145.985 150.195 155.342 160.59 165.583 180.305 185.108 190.079 194.83 198.544 172.97 173.077 173.186 173.291 167.044 169.812 172.742 175.593 178.271 152.589 155.928 159.836 162.977 159.52 155.902 181.946 185.073 188.85 191.907 188.705 185.211 159.817 163.45 167.779 172.426 176.894 180.721 183.653 180.698 176.719 171.965 167.109 162.932 162.85 167.391 172.281 176.935 180.914 176.798 172.009 167.129 84.611 93.2671 101.922 110.455 118.514 125.579 131.405 135.905 137.703 136.427 132.388 126.959 120.202 112.337 103.922 95.3401 86.717 71.9579 69.0308 67.9326 68.3892 69.9245 70.3899 69.1561 69.0143 70.4173 73.5893 79.5417 84.6272 89.6827 94.7207 99.8247 100.749 101.161 100.928 100.173 80.6097 78.7296 78.7601 80.6864 81.6998 81.7413 81.2727 79.5399 79.7446 81.8222 82.7532 82.4922 112.687 109.749 107.717 108.145 107.997 110.277 113.413 116.658 118.756 119.29 118.463 116.116 112.572 111.208 111.203 111.499 113.121 114.257 114.791 113.962
110 137.502 137.773 138.658 140.288 143.227 148.013 154.33 161.794 170.315 178.716 186.014 192.301 197.207 200.386 202.359 203.609 204.218 146.36 150.552 155.672 160.892 165.856 180.43 185.221 190.179 194.917 198.619 173.149 173.239 173.331 173.42 167.208 169.962 172.879 175.722 178.394 152.925 156.242 160.116 163.234 159.802 156.212 182.083 185.195 188.943 191.984 188.798 185.328 160.001 163.615 167.929 172.561 177.022 180.843 183.77 180.818 176.844 172.092 167.244 163.089 163 167.527 172.416 177.075 181.051 176.94 172.143 167.26 84.8373 93.4424 102.049 110.536 118.55 125.576 131.367 135.837 137.627 136.381 132.393 127.017 120.314 112.504 104.141 95.6098 87.0392 72.147 69.2185 68.1131 68.5581 70.0788 70.5649 69.3605 69.2458 70.6717 73.8582 79.5787 84.605 89.6015 94.581 99.7049 100.623 101.033 100.811 100.07 80.7161 78.8572 78.8847 80.7781 81.7794 81.823 81.3922 79.7014 79.9199 81.9854 82.8822 82.6092 112.566 109.612 107.572 107.991 107.866 110.166 113.328 116.551 118.633 119.155 118.326 115.983 112.444 111.044 111.027 111.35 113.022 114.175 114.707 113.865
111 137.596 137.929 138.882 140.585 143.593 148.426 154.784 162.298 170.887 179.328 186.611 192.864 197.733 200.883 202.821 204.029 204.589 146.417 150.61 155.75 161.002 166.003 180.637 185.439 190.415 195.181 198.916 173.389 173.519 173.651 173.779 167.542 170.324 173.268 176.131 178.816 153.054 156.381 160.28 163.429 159.982 156.37 182.358 185.474 189.247 192.32 189.123 185.632 160.369 163.957 168.295 172.992 177.505 181.36 184.28 181.378 177.403 172.575 167.641 163.453 163.349 167.893 172.866 177.594 181.58 177.47 172.594 167.623 84.5383 93.2034 101.867 110.404 118.463 125.532 131.368 135.873 137.646 136.318 132.208 126.713 119.91 112.025 103.595 94.9993 86.3682 71.6169 68.6384 67.4845 67.8896 69.3805 69.7736 68.5379 68.3993 69.8102 72.9957 78.8555 83.9114 88.9376 93.9469 99.1591 100.067 100.46 100.219 99.4561 80.1512 78.2576 78.2561 80.1334 81.1626 81.2334 80.6276 78.9124 79.1106 81.1711 82.0851 81.8295 112.283 109.212 107.077 107.449 107.315 109.659 112.893 116.263 118.488 119.081 118.238 115.805 112.147 110.598 110.513 110.847 112.611 113.95 114.578 113.698
112 137.626 137.961 138.918 140.623 143.636 148.48 154.851 162.379 170.978 179.427 186.721 192.984 197.859 201.008 202.947 204.158 204.719 146.463 150.654 155.794 161.048 166.051 180.787 185.591 190.568 195.331 199.061 173.488 173.619 173.752 173.881 167.642 170.425 173.368 176.229 178.915 153.107 156.44 160.352 163.507 160.052 156.429 182.475 185.596 189.38 192.456 189.255 185.754 160.464 164.059 168.397 173.091 177.602 181.456 184.381 181.471 177.495 172.675 167.749 163.558 163.456 168.002 172.964 177.684 181.673 177.559 172.695 167.735 84.4076 93.0859 101.761 110.31 118.38 125.458 131.3 135.808 137.583 136.249 132.13 126.623 119.808 111.907 103.463 94.8531 86.2065 71.4871 68.5109 67.3581 67.7648 69.2575 69.6463 68.407 68.2653 69.6756 72.8604 78.8129 83.8861 88.9295 93.9557 99.1709 100.077 100.471 100.228 99.4649 80.0724 78.1678 78.1704 80.0672 81.104 81.172 80.557 78.8214 79.015 81.0854 82.0175 81.7656 112.276 109.222 107.095 107.473 107.331 109.664 112.881 116.242 118.458 119.05 118.211 115.788 112.142 110.621 110.547 110.868 112.602 113.913 114.531 113.663
113 137.693 137.988 138.909 140.585 143.577 148.413 154.791 162.344 170.995 179.517 186.881 193.211 198.149 201.359 203.356 204.618 205.226 146.617 150.842 156.019 161.306 166.338 181.222 186.068 191.082 195.871 199.605 173.805 173.909 174.015 174.117 167.813 170.612 173.574 176.458 179.168 153.263 156.633 160.58 163.754 160.264 156.609 182.848 186.007 189.825 192.918 189.682 186.151 160.531 164.15 168.529 173.261 177.813 181.684 184.603 181.665 177.65 172.781 167.815 163.613 163.526 168.108 173.118 177.883 181.89 177.742 172.823 167.821 83.9051 92.6512 101.397 110.019 118.168 125.33 131.259 135.849 137.684 136.375 132.245 126.712 119.858 111.908 103.406 94.735 86.0233 70.9853 67.9979 66.8523 67.2801 68.8004 69.2628 68.0445 67.932 69.3831 72.6165 78.4304 83.5455 88.6307 93.6987 98.9038 99.8295 100.24 100.01 99.2541 79.6148 77.7106 77.7295 79.6519 80.6806 80.7345 80.2352 78.506 78.7225 80.825 81.7441 81.4702 112.099 109.016 106.88 107.282 107.163 109.548 112.826 116.224 118.463 119.045 118.166 115.678 111.979 110.438 110.38 110.735 112.533 113.867 114.483 113.567
114 138.157 138.482 139.44 141.15 144.17 149.033 155.437 163.017 171.699 180.246 187.628 193.965 198.899 202.094 204.074 205.323 205.917 146.961 151.184 156.363 161.654 166.693 181.699 186.558 191.59 196.406 200.175 174.231 174.341 174.453 174.562 168.293 171.094 174.058 176.946 179.659 153.606 156.985 160.962 164.155 160.65 156.97 183.351 186.527 190.382 193.502 190.246 186.683 161.114 164.705 169.057 173.776 178.324 182.208 185.151 182.212 178.2 173.349 168.404 164.206 164.142 168.68 173.645 178.382 182.391 178.258 173.383 168.425 83.674 92.4545 101.231 109.88 118.048 125.223 131.164 135.763 137.587 136.231 132.045 126.461 119.563 111.574 103.037 94.3321 85.5875 70.7772 67.7972 66.657 67.0854 68.6024 69.0195 67.7699 67.6214 69.0334 72.2335 78.2473 83.3981 88.5193 93.6227 98.8607 99.7795 100.182 99.9384 99.17 79.4329 77.4899 77.4986 79.4498 80.5084 80.5717 79.9698 78.1897 78.3891 80.5075 81.4688 81.2102 112.099 109.022 106.874 107.27 107.122 109.486 112.733 116.124 118.362 118.959 118.102 115.648 111.966 110.455 110.393 110.712 112.446 113.727 114.344 113.466
115 138.2 138.518 139.468 141.169 144.183 149.052 155.47 163.069 171.77 180.337 187.741 194.096 199.043 202.24 204.223 205.476 206.075 147.009 151.239 156.424 161.72 166.764 181.871 186.735 191.771 196.591 200.361 174.348 174.456 174.565 174.67 168.388 171.193 174.161 177.054 179.772 153.655 157.047 161.038 164.242 160.724 157.03 183.493 186.681 190.549 193.678 190.41 186.834 161.178 164.787 169.15 173.872 178.425 182.317 185.272 182.318 178.294 173.439 168.491 164.282 164.208 168.766 173.739 178.484 182.512 178.359 173.476 168.51 83.4752 92.2801 101.081 109.755 117.951 125.152 131.115 135.732 137.565 136.208 132.011 126.409 119.489 111.474 102.913 94.1832 85.4135 70.6863 67.7131 66.5837 67.0226 68.5478 68.9714 67.7179 67.5631 68.9687 72.1655 78.2146 83.3883 88.5323 93.6582 98.8652 99.7891 100.196 99.9506 99.1796 79.3616 77.4157 77.4288 79.3928 80.4533 80.5129 79.9211 78.1314 78.3307 80.4553 81.4256 81.1671 112.071 109.012 106.884 107.292 107.135 109.485 112.718 116.11 118.343 118.937 118.079 115.625 111.946 110.465 110.419 110.727 112.436 113.697 114.305 113.431
